,Unnamed: 0,name,id,class,mass,fall,year,reclat,reclong,massL
1630,1672,Dougherty,7724,L6,1113.0,Found,2002,33.97917,-101.2,1.0
1631,1673,Doyleville,7727,H5,112.0,Found,1887,38.41667,-106.58333,1.0
1632,1674,Drayton,7729,H4/5,2350.0,Found,1982,48.66667,-97.11667,1.0
1633,1675,Dresden (Kansas),7730,H5,6760.0,Found,1953,39.61667,-100.46306,1.0
1634,1676,Dronino,7732,"Iron, ungrouped",40000.0,Found,2000,54.74667,41.42167,3.0
1635,1677,Drum Mountains,7733,"Iron, IIIAB",529000.0,Found,1944,39.5,-112.9,7.0
1636,1678,Dry Lake Valley,7734,L6,3.5,Found,2000,37.72683,-114.7865,1.0
1637,1680,Duchesne,7737,"Iron, IVA",22700.0,Found,1906,40.38333,-110.86667,3.0
1638,1681,Duel Hill (1854),7738,"Iron, IVA",21800.0,Found,1854,35.85,-82.7,3.0
1639,1682,Duel Hill (1873),7739,"Iron, IAB-MG",11300.0,Found,1873,35.85,-82.7,3.0
1640,1683,Duketon,7740,"Iron, IIIAB",118300.0,Found,1948,-27.5,122.36667,7.0
1641,1684,Dumas (a),7741,H5,46050.0,Found,1956,35.9,-101.9,3.0
1642,1685,Dumas (b),7742,H6,2284.0,Found,1980,35.925,-101.895,1.0
1643,1686,Dumont,47341,"Iron, IVB",27420.0,Found,1994,33.81667,-100.51667,3.0
1644,1687,Duncanville,7744,H,17800.0,Found,1961,32.63333,-96.86667,3.0
1645,1688,Dungannon,7747,"Iron, IAB-MG",13000.0,Found,1922,36.85,-82.45,3.0
1646,1689,Dunganville,7748,"Iron, IIIAB",54000.0,Found,1976,-42.55,171.35,3.0
1647,1690,Dutch Flat,7753,"Iron, IIAB",48.8,Found,2002,34.48333,-113.91667,1.0
1648,1691,Dwight,7756,L6,4100.0,Found,1940,38.85,-96.58333,1.0
1649,1692,Eads,7759,H4,4860.0,Found,1975,38.47,-102.82667,1.0
1650,1693,Eagle Station,7761,"Pallasite, PES",36000.0,Found,1880,38.61667,-84.96667,3.0
1651,1694,Edjudina,7766,H4,4480.0,Found,1969,-29.58639,122.18167,1.0
1652,1695,Edmond,7767,H6,4000.0,Found,1983,39.76667,-99.91667,1.0
1653,1696,Edmonson (a),7768,L6,12000.0,Found,1955,34.28333,-101.83333,3.0
1654,1697,Edmonson (b),7769,H4,14402.0,Found,1981,34.28333,-101.83333,3.0
1655,1698,Edmonton (Canada),7770,"Iron, IIAB",7340.0,Found,1939,53.66667,-113.41667,1.0
1656,1699,Edmonton (Kentucky),7771,"Iron, IAB-sLM",10200.0,Found,1942,37.03333,-85.63333,3.0
1657,1700,Efremovka,7772,CV3,21000.0,Found,1962,52.5,77.0,3.0
1658,1701,Egvekinot,7773,"Iron, IAB-sLM",10000.0,Found,1970,66.8,178.2,1.0
1659,1702,El Atchane ,7778,H3,88.0,Found,1991,29.685,4.03194,1.0
1660,1703,El Bahrain,7790,L6,14000.0,Found,1983,28.6,26.4,3.0
1661,1704,El Blida ,7791,H5,301.2,Found,1998,29.91667,-5.41667,1.0
1662,1705,El Burro,7793,"Iron, IIAB",35900.0,Found,1939,29.33333,-101.83333,3.0
1663,1706,El Capitan,7794,"Iron, IIIAB",27500.0,Found,1893,33.5,-105.5,3.0
1664,1707,El Carmen,7795,H6,629.0,Found,1987,26.86667,-105.23333,1.0
1665,1709,El Djouf ,7797,CR2,1250.0,Found,1989,23.43333,-1.41667,1.0
1666,1710,El Faiyum,7803,H5,73.5,Found,1993,29.28333,30.85,1.0
1667,1711,El Golea,7804,L6,823.0,Found,1990,30.01667,2.98333,1.0
1668,1712,El Gouanem,7805,Ureilite,2100.0,Found,2000,30.1,-6.85,1.0
1669,1713,El Hammami,7806,H5,240000.0,Found,1997,23.28333,-10.81667,7.0
1670,1714,El Médano ,54449,H6,10.0,Found,2010,-24.85,-70.53333,1.0
1671,1715,El Mirage,7809,"Iron, IIAB",598.0,Found,1972,33.68333,-112.26667,1.0
1672,1716,El Mirage Dry Lake ,7810,H5,1.5,Found,2000,34.65433,-117.59638,1.0
1673,1717,El Paso,7812,LL4,276.0,Found,1950,31.78333,-106.23333,1.0
1674,1718,El Perdido,7813,H5,30250.0,Found,1905,-38.68333,-61.1,3.0
1675,1719,El Pozo,7814,L5,460.0,Found,1998,26.93333,-105.4,1.0
1676,1720,El Qoseir,7815,"Iron, ungrouped",2405.0,Found,1921,26.28333,34.25,1.0
1677,1721,El Rancho Grande,7816,Pallasite,40.7,Found,1954,37.0,-105.0,1.0
1678,1722,El Sampal,7817,"Iron, IIIAB",142000.0,Found,1973,-44.53333,-70.36667,7.0
1679,1723,El Simbolar,7818,Iron,40000.0,Found,1938,-30.63333,-64.88333,3.0
1680,1724,El Timbu,7820,Iron,500000.0,Found,1942,-33.11667,-60.96667,7.0
1681,1725,Elba,7821,H5,4175.0,Found,1966,39.83333,-103.21667,1.0
1682,1726,Eldee ,47703,L6,4514.0,Found,2006,-31.66997,141.24233,1.0
1683,1727,Elephant Moraine ,7825,Eucrite-pmict,247.1,Found,1982,-76.2925,157.24028,1.0
1684,1728,Elephant Moraine A,10002,Martian (shergottite),7942.0,Found,1979,-76.29083,157.26667,1.0
1685,1729,Elga,10012,"Iron, IIE",28800.0,Found,1959,64.7,141.2,3.0
1686,1730,Eli Elwah,10013,L6,15200.0,Found,1888,-34.5,144.71667,3.0
1687,1731,Elida (a),10014,L6,936.8,Found,1968,33.78333,-103.57667,1.0
1688,1732,Elida (b),10015,OC,537.8,Found,1968,33.91667,-103.51833,1.0
1689,1733,Elida (c),10016,H5,385.5,Found,1968,33.79,-103.56333,1.0
1690,1734,Elizabeth,56566,"Iron, IAB-ung",732.0,Found,0,42.318,-90.221,1.0
1691,1735,Elkhart,10017,H5,573.0,Found,1936,37.01667,-101.88333,1.0
1692,1736,Ella Island,10018,L6,7500.0,Found,1971,72.88333,-25.11667,1.0
1693,1737,Ellerslie,10020,L5,10200.0,Found,1905,-28.9,146.76667,3.0
1694,1738,Ellicott,10021,"Iron, IAB-ung",15700.0,Found,1960,38.80778,-104.56944,3.0
1695,1739,Ellis County,10022,H6,4692.0,Found,1948,38.78333,-99.33333,1.0
1696,1740,Ellisras,10023,Iron,2066.0,Found,1970,-23.83333,27.91667,1.0
1697,1741,Elm Creek,10024,H4,7000.0,Found,1906,38.5,-96.2,1.0
1698,1742,El-Oued,47729,H4,2305.0,Found,1952,31.533333,8.883333,1.0
1699,1743,El-Quss Abu Said,10026,CM2,53.1,Found,1999,27.31417,27.96467,1.0
1700,1744,Elsinora,10027,H5,1797.0,Found,1922,-29.45,143.6,1.0
1701,1745,Eltanin,10028,Mesosiderite,1200.0,Found,1981,-57.78667,-90.79333,1.0
1702,1746,Elton,10029,"Iron, ungrouped",1900.0,Found,1936,33.71667,-100.83333,1.0
1703,1747,Elyria,10030,"Iron, IIIAB",10900.0,Found,1971,38.28,-97.365,3.0
1704,1748,Emery,10031,Mesosiderite-A3,16700.0,Found,1962,43.56333,-97.58333,3.0
1705,1749,Emmitsburg,10034,"Iron, IIIAB?",450.0,Found,1854,39.71667,-77.3,1.0
1706,1750,Emsland,10035,"Iron, ungrouped",19000.0,Found,1940,53.1,7.2,3.0
1707,1751,En Naffatiyah,52012,L6,87.2,Found,2007,33.21888,10.83445,1.0
1708,1752,Enigma,10036,H4,94.0,Found,1967,31.33333,-82.31667,1.0
1709,1753,Enon,10037,"Iron, ungrouped",763.0,Found,1883,39.86667,-83.95,1.0
1710,1754,Erg Tiferine,30562,H5/6,325.0,Found,2001,27.26667,6.76667,1.0
1711,1755,Erie,10045,L6,3300.0,Found,1965,40.03167,-105.05667,1.0
1712,1756,Erldunda,10046,H5,190.0,Found,1992,-25.29647,133.20006,1.0
1713,1757,Erofeevka,10048,H4,1771.9,Found,1937,51.86667,70.35,1.0
1714,1758,Escalón,10050,H4,54.3,Found,1979,27.0,-104.0,1.0
1715,1759,Esperance,10052,L/LL3.4,397.0,Found,1991,-33.86667,121.91667,1.0
1716,1760,Espiritu Santo,10053,"Iron, IIIAB",89.0,Found,0,20.0,-102.18333,1.0
1717,1761,Esquel,10054,"Pallasite, PMG",755000.0,Found,1951,-42.9,-71.33333,7.0
1718,1762,Essex,10056,H5,5000.0,Found,2002,34.61167,-115.03333,1.0
1719,1763,Estacado,10057,H6,290000.0,Found,1883,33.9,-101.75,7.0
1720,1764,Estación Imilac,54717,H5,1908.0,Found,2004,-24.22983,-68.89253,1.0
1721,1765,Ethiudna,10060,L4,74318.0,Found,1977,-32.03333,139.78333,3.0
1722,1766,Etosha,10061,"Iron, IC",110700.0,Found,1970,-18.5,16.0,7.0
1723,1767,Etter,10062,L5,450000.0,Found,1965,35.98333,-101.9,7.0
1724,1768,Euclid,10063,H5,2500.0,Found,1970,47.95833,-96.7,1.0
1725,1769,Eunice,10064,H5,2300.0,Found,1961,34.47,-101.75833,1.0
1726,1770,Eustis,10065,H4,502.0,Found,1918,28.83333,-81.68333,1.0
1727,1771,Eva,10066,H5,6700.0,Found,1965,36.81667,-101.90833,1.0
1728,1772,Fairburn,56565,"Iron, IAB-ung",445.0,Found,1907,43.603,-103.026,1.0
1729,1773,Fairfield,10069,"Iron, IAB-MG",1600.0,Found,1974,39.33333,-84.6,1.0
1730,1774,Fairview,10070,"Iron, IIIAB",28800.0,Found,1986,34.10139,-102.65,3.0
1731,1775,Faith,10071,H5,105000.0,Found,1952,45.33333,-102.08333,7.0
1732,1776,Falsey Draw,10072,L6,4180.0,Found,1995,33.84333,-103.93667,1.0
1733,1777,Farley,10073,H5,19400.0,Found,1936,36.33333,-104.05,3.0
1734,1778,Farnum,10076,L5,4200.0,Found,1937,40.25,-100.23333,1.0
1735,1779,Faucett,10077,H5,100000.0,Found,1966,39.61667,-94.86667,3.0
1736,1780,Felsted,10082,"Iron, IIIAB",13500.0,Found,1977,54.99056,9.49194,3.0
1737,1781,Felt,10083,H6,5400.0,Found,1970,36.55,-102.78333,1.0
1738,1782,Felt (b),10084,L3.5-5,5590.0,Found,1990,36.58333,-102.7,1.0
1739,1783,Fenbark,10085,H5,1861.0,Found,1968,-30.44028,121.25694,1.0
1740,1784,Fengzhen,10087,"Iron, IIIAB",458.0,Found,0,40.5,113.0,1.0
1741,1785,Ferguson Switch,10089,H5,1700.0,Found,1937,34.0,-101.5,1.0
1742,1786,Ferintosh,10090,OC,2201.0,Found,1965,52.8,-112.98333,1.0
1743,1787,Fife,30563,H5,8600.0,Found,2003,31.38972,-99.40583,1.0
1744,1788,Fillmore,10093,Iron,113.0,Found,1916,49.883333,-103.6,1.0
1745,1789,Finmarken,10103,"Pallasite, PMG",78300.0,Found,1902,70.0,24.0,3.0
1746,1790,Finney,10104,L5,10700.0,Found,1962,34.26667,-101.56667,3.0
1747,1791,Finney (c),10105,OC,492.0,Found,1978,34.29833,-101.68333,1.0
1748,1792,Fish Canyon,10106,"Iron, IAB complex",27.3,Found,1992,31.735,-110.75333,1.0
1749,1793,Fitzwater Pass,51738,"Iron, IIIF",65.4,Found,1974,42.03839,-120.58942,1.0
1750,1794,Flagg,10108,L5,7000.0,Found,1954,34.43333,-102.51667,1.0
1751,1795,Flagler,30564,H3.8,4100.0,Found,1972,39.23,-102.99,1.0
1752,1796,Flandreau,10109,H5,21360.0,Found,1983,44.04833,-96.59167,3.0
1753,1797,Fleming,10110,H3.7,1750.0,Found,1940,40.68333,-102.81667,1.0
1754,1798,Florey,10112,H6,110800.0,Found,1978,32.5225,-102.705,7.0
1755,1799,Floyd,10113,L4,13000.0,Found,1966,34.19333,-103.575,3.0
1756,1800,Floydada,10114,"Iron, IIIAB",12500.0,Found,1912,33.98333,-101.28333,3.0
1757,1801,Floydada (b),10115,H5,6266.0,Found,1999,33.98333,-101.33333,1.0
1758,1802,Fluvanna (a),10116,L5,9500.0,Found,1967,32.8,-101.11667,1.0
1759,1803,Fluvanna (b),10117,H6,4110.0,Found,1976,32.90333,-101.16278,1.0
1760,1804,Föllinge,10118,"Iron, IAB-sLH",400.0,Found,1932,63.73333,14.85,1.0
1761,1805,Forestburg (a),10121,L4,26100.0,Found,1957,33.50667,-97.65139,3.0
1762,1806,Forestburg (b),10122,L5,26600.0,Found,1957,33.49556,-97.58861,3.0
1763,1807,Forrest ,10124,H5,97.7,Found,1967,-30.81667,128.21667,1.0
1764,1808,Forrest Lakes,10161,LL5,500.0,Found,1948,-29.41667,129.5,1.0
1765,1809,Forrest Lakes ,10162,H5,52.0,Found,1974,-29.58333,128.91667,1.0
1766,1810,Forsyth County,10165,"Iron, IIAB",22700.0,Found,1891,36.1,-80.2,3.0
1767,1811,Fort Pierre,10167,"Iron, IIIAB",15900.0,Found,1856,44.35,-100.38333,3.0
1768,1812,Fort Stockton,10168,Iron,4762.8,Found,1952,30.91667,-103.06667,1.0
1769,1813,Fortuna,10169,Winonaite,312.0,Found,1998,-35.13333,-65.36667,1.0
1770,1814,Foster,10170,H4,1992.0,Found,1975,33.1,-102.26667,1.0
1771,1815,Foum Zguid,10171,"Iron, IIAB",6000.0,Found,1998,30.06667,-6.9,1.0
1772,1816,Fountain Hills,30565,CBa,60.0,Found,2002,33.61,-111.72,1.0
1773,1817,Four Corners,10172,"Iron, IAB-ung",25000.0,Found,1924,37.0,-109.05,3.0
1774,1818,Franceville,10173,"Iron, IIIAB",18800.0,Found,1890,38.81667,-104.61667,3.0
1775,1819,Franconia,10174,H5,100000.0,Found,2002,34.71637,-114.22197,3.0
1776,1820,Frankel City,10175,L6,4700.0,Found,1977,32.33333,-102.745,1.0
1777,1821,Frankfort (iron),10176,"Iron, IIIAB",10900.0,Found,1866,38.2,-84.83333,3.0
1778,1822,Franklin,10178,H5,9062.0,Found,1921,36.71667,-86.56667,1.0
1779,1823,Franklinville,10179,L6,108.0,Found,1888,38.5,-100.0,1.0
1780,1824,Freda,10180,"Iron, IAB-sLH",268.0,Found,1919,46.38333,-101.23333,1.0
1781,1825,Fremont Butte,10181,L4,6647.0,Found,1963,38.5,-105.5,1.0
1782,1826,Frenchman Bay,10182,H3.5,8800.0,Found,1964,-30.60833,115.16667,1.0
1783,1827,Friona,10184,L5,21900.0,Found,1981,34.54,-102.56833,3.0
1784,1828,Frontier Mountain ,10185,H5/6,3.2,Found,2001,-72.95194,160.50056,1.0
1785,1830,Fukang,34491,"Pallasite, PMG",1003000.0,Found,2000,44.43333,87.63333,10.0
1786,1831,Fukue,10835,Iron,7.3,Found,1849,32.7,128.85,1.0
1787,1833,Fuzzy Creek,10841,"Iron, IVA",2700.0,Found,0,31.61111,-99.90417,1.0
1788,1834,Gahanna,10842,"Iron, IAB-MG",1201.0,Found,1950,40.01667,-82.86667,1.0
1789,1835,Gail,10843,H4,4650.0,Found,1948,32.7,-101.6,1.0
1790,1836,Gaines County Park,10844,H5,13700.0,Found,1977,32.83333,-102.73333,3.0
1791,1837,Galatia,10847,L6,23900.0,Found,1971,38.64167,-98.88333,3.0
1792,1838,Galleta Flat,52414,H4,392.0,Found,2009,32.00415,-110.37503,1.0
1793,1839,Gan Gan,10852,"Iron, IVA",83000.0,Found,1984,-42.66667,-68.08333,3.0
1794,1840,Gao-Guenie (b),10855,CR,344.0,Found,2002,11.65,-2.18333,1.0
1795,1841,Garabato,10856,H5,160000.0,Found,1995,-28.86667,-60.2,7.0
1796,1842,Garden Head,10857,"Iron, IAB-sHH",1296.0,Found,1944,49.81667,-108.46,1.0
1797,1843,Gardner Ridge ,10858,L6,77.8,Found,1998,-86.93333,-148.55,1.0
1798,1844,Garnett,10862,H4,4788.0,Found,1938,38.26667,-95.25,1.0
1799,1845,Garraf,10863,L6,8800.0,Found,1905,41.26667,1.91667,1.0
1800,1846,Garrison,10864,H5,5116.0,Found,1969,33.86333,-103.34667,1.0
1801,1847,Gascoyne Junction,10865,H5,10000.0,Found,1978,-24.5,115.18333,1.0
1802,1848,Gay Gulch,10867,"Iron, IAB-sHH",483.0,Found,1901,63.91667,-139.33333,1.0
1803,1849,Gaylord,10868,H4,8480.0,Found,1983,39.61667,-98.7,1.0
1804,1850,Gebel Kamil,52031,"Iron, ungrouped",1600000.0,Found,2009,22.01833,26.08778,10.0
1805,1851,Genichesk,10871,L5/6,531.0,Found,1927,46.7,32.6,1.0
1806,1852,Geologists Range ,10872,L6,2409.0,Found,1985,-82.5,155.5,1.0
1807,1853,Georgetown,10904,H6,687.0,Found,1967,39.7,-105.7,1.0
1808,1854,Gerona,10906,H5,148.0,Found,1899,41.96667,2.81667,1.0
1809,1856,Ghéizel,10908,H4,375.0,Found,1988,29.65972,20.08611,1.0
1810,1857,Gheriat ,10909,H5,20.8,Found,1990,30.65833,12.30667,1.0
1811,1858,Ghubara,10911,L5,1750000.0,Found,1954,19.22778,56.14278,10.0
1812,1859,Gibeon,10912,"Iron, IVA",26000000.0,Found,1836,-25.5,18.0,15.0
1813,1860,Gibson,10913,Lodranite,67.1,Found,1991,-33.68333,121.8,1.0
1814,1861,Gila Bend,30664,L5,3700.0,Found,2000,33.03333,-112.61667,1.0
1815,1862,Gilgoin,10915,H5,147000.0,Found,1889,-30.38333,147.2,7.0
1816,1863,Gilzem,10916,H5,436.0,Found,1987,49.87361,6.50556,1.0
1817,1864,Giroux,10918,"Pallasite, PMG",4275.0,Found,1954,49.61667,-96.55,1.0
1818,1865,Gladstone (iron),10920,"Iron, IAB-MG",736600.0,Found,1915,-23.9,151.3,7.0
1819,1866,Gladstone (stone),10921,H4,57300.0,Found,1936,36.3,-104.0,3.0
1820,1867,Glasgow,10927,"Iron, IIIAB",20400.0,Found,1922,37.01667,-85.91667,3.0
1821,1868,Glasston,10928,L5,1990.0,Found,1969,48.71667,-97.3,1.0
1822,1869,Glen Rose (iron),10932,"Iron, ungrouped",11000.0,Found,1934,32.25,-97.71667,3.0
1823,1870,Glenormiston,10933,"Iron, ungrouped",40800.0,Found,1925,-22.9,138.71667,3.0
1824,1871,Glenrothes,10934,H5,13.0,Found,1998,56.25,-3.16667,1.0
1825,1872,Glorieta Mountain,10935,"Pallasite, PMG-an",148000.0,Found,1884,35.6,-105.8,7.0
1826,1873,Gnowangerup,10937,"Iron, IIIAB",33600.0,Found,1976,-34.0,118.1,3.0
1827,1874,Goalpara,10938,Ureilite,2700.0,Found,1868,26.16667,90.6,1.0
1828,1875,Gobabeb,10939,H4,27000.0,Found,1969,-23.55,15.03333,3.0
1829,1876,Gold Basin,10940,L4,61000.0,Found,1995,35.875,-114.23333,3.0
1830,1877,Golden Mile,10941,H4,378.8,Found,2000,35.89,-114.16667,1.0
1831,1878,Golden Rule,10942,L5,797.6,Found,1999,35.87333,-114.2,1.0
1832,1879,Goldstone Dry Lake,10943,H6,1.1,Found,1999,35.37333,-116.90833,1.0
1833,1880,Gomez,10944,L6,47000.0,Found,1974,33.18139,-102.40139,3.0
1834,1881,Goodland,10945,L4,3628.0,Found,1923,39.35,-101.66667,1.0
1835,1882,Goose Creek,10946,H5,2132.3,Found,1999,37.435,-98.31833,1.0
1836,1883,Goose Lake,10947,"Iron, IAB-sLL",1169500.0,Found,1938,41.98,-120.54167,10.0
1837,1884,Goronyo,34019,H4,11000.0,Found,2001,13.26667,5.4,3.0
1838,1885,Gourara,30665,H6,1272.0,Found,2002,29.75883,1.88467,1.0
1839,1886,Gove,52859,Relict iron,0.0,Found,1979,-12.26333,136.83833,1.0
1840,1887,Governador Valadares,10950,Martian (nakhlite),158.0,Found,1958,-18.85,-41.95,1.0
1841,1888,Grady (1933),10951,L3-6,4230.0,Found,1933,34.8,-103.31667,1.0
1842,1889,Grady (1937),10952,H3.7,9300.0,Found,1937,34.8,-103.31667,1.0
1843,1890,Grady (c),10953,H4,5700.0,Found,1970,34.8,-103.31667,1.0
1844,1891,Granada Creek,10954,H,479.0,Found,1975,37.96667,-102.33333,1.0
1845,1892,Grand Rapids,10955,"Iron, ungrouped",51700.0,Found,1883,42.96667,-85.76667,3.0
1846,1893,Grandview,47730,L5,6400.0,Found,2008,32.788333,-101.938333,1.0
1847,1894,Grant,10957,"Iron, IIIAB",525000.0,Found,1929,35.16667,-107.88333,7.0
1848,1895,Grant County,10958,L6,2300.0,Found,1936,37.46667,-101.43333,1.0
1849,1896,Grassland,10959,L4,4400.0,Found,1964,33.11667,-101.58333,1.0
1850,1897,Graves Nunataks ,10960,L5,25066.1,Found,1995,-86.71667,-141.5,3.0
1851,1898,Grayton,11177,H5,11300.0,Found,1983,30.31167,-86.16667,3.0
1852,1899,Great Bear Lake,11179,H6,40.0,Found,1936,66.0,-120.0,1.0
1853,1900,Great Bend,11180,H6,28770.0,Found,1983,38.395,-98.91583,3.0
1854,1901,Great Sand Sea ,11181,L6,130.0,Found,1991,26.2,25.66667,1.0
1855,1902,Greaterville,11193,L4,48.0,Found,1995,31.76167,-110.75,1.0
1856,1903,Greenbrier County,11194,"Iron, IIIAB",5000.0,Found,1880,37.83333,-80.31667,1.0
1857,1904,Greener Reservoir,30666,H4,45.0,Found,2004,39.49133,-112.942,1.0
1858,1905,Greenwell Springs,11195,LL4,664.0,Found,1987,30.51528,-91.01222,1.0
1859,1906,Grein ,11197,H3,710.3,Found,1997,21.229,10.75633,1.0
1860,1907,Gressk,11200,"Iron, IIAB",303000.0,Found,1955,53.23333,27.33333,7.0
1861,1908,Gretna,11201,L5,82000.0,Found,1912,39.93333,-99.21667,3.0
1862,1909,Grier (a),11202,OC,12.4,Found,1969,34.38167,-103.39167,1.0
1863,1910,Grier (b),11203,L5-7,929.4,Found,1969,34.26667,-103.38333,1.0
1864,1911,Griffith,11204,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667,1.0
1865,1912,Griffith Wash,55289,L6,93.0,Found,2011,35.06639,-114.0975,1.0
1866,1913,Grosvenor Mountains ,11209,H5,3821.6,Found,1985,-85.66667,175.0,1.0
1867,1914,Grove Mountains ,46612,L4,3.37,Found,2002,-73.09722,75.175,1.0
1868,1915,Gruñidora,11427,H4,130.0,Found,1998,24.16667,-102.0,1.0
1869,1916,Gruver,11428,H4,13100.0,Found,1934,36.33333,-101.4,3.0
1870,1917,Guadaloupe County,11430,Iron,20.5,Found,1950,29.5,-98.0,1.0
1871,1918,Guadalupe y Calvo,11431,"Iron, IIAB",58630.0,Found,1971,26.1,-106.96667,3.0
1872,1919,Guanaco,11433,"Iron, IIG",13100.0,Found,2000,-25.1,-69.53333,3.0
1873,1920,Guanghua,11434,"Iron, IVA",190000.0,Found,1932,32.4,111.7,7.0
1874,1922,Guffey,11441,"Iron, ungrouped",309000.0,Found,1907,38.76667,-105.51667,7.0
1875,1923,Guilford County,11444,"Iron, IIIAB",1100.0,Found,1822,35.56667,-79.83333,1.0
1876,1924,Guin,11445,"Iron, ungrouped",34500.0,Found,1969,33.96667,-87.91667,3.0
1877,1925,Guixi,11446,"Iron, IIIAB",220000.0,Found,0,28.28333,117.18333,7.0
1878,1928,Gun Creek,11451,"Iron, ungrouped",22700.0,Found,1909,34.0,-111.0,3.0
1879,1929,Gundaring,11452,"Iron, IIIAB",112500.0,Found,1937,-33.3,117.66667,7.0
1880,1930,Gunlock,11453,L3.2,6800.0,Found,1982,37.28333,-113.78333,1.0
1881,1931,Gunnadorah,11454,H5,19.7,Found,1968,-31.0,125.93333,1.0
1882,1932,Gunnadorah ,11455,L5,46.0,Found,1976,-30.46667,126.18333,1.0
1883,1934,Hagersville,11470,"Iron, IAB complex",30000.0,Found,1999,42.96667,-80.15,3.0
1884,1935,Haig,11471,"Iron, IIIAB",503000.0,Found,1951,-31.38333,125.63333,7.0
1885,1936,Hainholz,11473,Mesosiderite-A4,16500.0,Found,1856,52.28333,8.91667,3.0
1886,1937,Hajmah (a),11474,Ureilite,596.0,Found,1958,19.91667,56.25,1.0
1887,1938,Hajmah (b),11475,L6,890.6,Found,1958,19.91667,56.25,1.0
1888,1939,Hajmah (c),11476,L5/6,1132.0,Found,1958,19.91667,56.25,1.0
1889,1940,Hale Center (no. 1),11477,L5,610.0,Found,1936,34.05,-101.75,1.0
1890,1941,Hale Center (no. 2),11478,H4,695.0,Found,1936,34.05,-101.75,1.0
1891,1942,Hamadat Murzùq ,11481,H6,895.0,Found,1999,26.25,13.01667,1.0
1892,1943,Hambleton,36590,"Pallasite, PMG",17600.0,Found,2005,54.24028,-1.19889,3.0
1893,1944,Hamilton (Queensland),11483,L6,68000.0,Found,1966,-28.48333,148.25,3.0
1894,1945,Hamilton (Texas),11484,OC,2700.0,Found,1965,31.59333,-98.25,1.0
1895,1946,Hammadah al Hamra ,11486,H5,19418.0,Found,1990,29.0,12.23333,3.0
1896,1947,Hammond,11813,"Iron, ungrouped",24000.0,Found,1884,44.91667,-92.43333,3.0
1897,1948,Hammond Downs,11814,H4,27000.0,Found,1950,-25.46667,142.8,3.0
1898,1949,Hangman Crossing,11816,H4,1300.0,Found,1976,38.91972,-85.94722,1.0
1899,1950,Haniet-el-Beguel,11817,"Iron, IAB complex",2000.0,Found,1888,32.48333,4.4,1.0
1900,1951,Happy (a),11818,H3,2860.0,Found,1971,35.68,-101.99333,1.0
1901,1952,Happy (b),11819,OC,2505.0,Found,1972,34.59333,-101.99333,1.0
1902,1953,Happy (c),11820,OC,884.3,Found,1971,34.58333,-102.05,1.0
1903,1954,Happy Canyon,11821,EL6/7,16300.0,Found,1971,34.80167,-101.56667,3.0
1904,1955,Hardesty,11825,"Iron, IIIAB",8580.0,Found,1986,36.57,-101.19,1.0
1905,1956,Harding County,11826,L4,3075.0,Found,1941,45.5,-103.5,1.0
1906,1957,Hardtner,11827,L6,13000.0,Found,1972,37.06667,-98.66167,3.0
1907,1958,Hardwick,11828,L4,7800.0,Found,1937,43.8,-96.16667,1.0
1908,1959,Harlowton,11831,"Iron, IAB-ung",4000.0,Found,1975,46.43333,-109.83333,1.0
1909,1960,Harper Dry Lake ,11832,LL3,13.0,Found,1999,35.05102,-117.30672,1.0
1910,1961,Harriman (Of),11840,"Iron, IVA",30000.0,Found,1947,35.95,-84.56667,3.0
1911,1962,Harriman (Om),11841,"Iron, IIIAB",13000.0,Found,1938,35.95,-84.56667,3.0
1912,1963,Harrison Township,11843,L6,3263.0,Found,1945,38.33333,-101.71167,1.0
1913,1964,Harrisonville,11844,L6,46500.0,Found,1933,38.65,-94.33333,3.0
1914,1965,Hart,56555,CK3,966.0,Found,2010,34.37718,-102.11672,1.0
1915,1966,Hart Camp,11846,H6,1200.0,Found,1970,33.99833,-102.17667,1.0
1916,1967,Hartley,11847,L,2100.0,Found,1967,35.94167,-102.16,1.0
1917,1968,Hartsel,30725,H4,490.0,Found,2000,38.83333,-105.8,1.0
1918,1969,Haskell,11849,L5,36000.0,Found,1909,33.21333,-99.73167,3.0
1919,1970,Hasparos,11850,"Iron, IAB-MG",12880.0,Found,1935,34.0,-105.5,3.0
1920,1971,Hassayampa,11851,H4,16000.0,Found,1963,33.75,-112.66667,3.0
1921,1972,Hat Creek,11853,H4,8900.0,Found,1939,42.91667,-104.41667,1.0
1922,1973,Hatfield,11854,"Iron, IAB complex",21.0,Found,1941,34.48333,-94.45,1.0
1923,1974,Hautes Fagnes,52854,LL5,185.0,Found,1965,50.58333,6.16667,1.0
1924,1976,Haven,11858,H6,6100.0,Found,1950,37.96417,-97.75583,1.0
1925,1977,Haviland (a),11860,H5,1035.0,Found,1937,37.61667,-99.1,1.0
1926,1978,Haviland (b),11861,H5,2092.0,Found,1976,37.59667,-99.125,1.0
1927,1979,Hawk Springs,11862,H5,367.0,Found,1935,41.78333,-104.28333,1.0
1928,1980,Haxtun,11863,H/L4,15500.0,Found,1975,40.45667,-102.57834,3.0
1929,1981,Hayden Creek,11864,"Iron, IIIAB",270.0,Found,1895,45.0,-114.0,1.0
1930,1982,Hayes Center,11865,L6,4500.0,Found,1941,40.51667,-101.03333,1.0
