,Unnamed: 0,Unnamed: 0.1,Volcano Name,Eruption Category,VEI,year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude,Lifetime (years),Start Date,End Date,VEIsize
4405,4405,4405,"Negro, Cerro",Confirmed Eruption,2.0,1899,11,22,Historical Observations,1899,11,29,12.506,-86.702,0.0,1899/11/22,1899/11/29,5.0
4406,4406,4406,Etna,Confirmed Eruption,2.0,1899,11,15,Historical Observations,1907,8,1,37.748,14.999,8.0,1899/11/15,1907/8/1,5.0
4407,4407,4407,Aira,Uncertain Eruption,1.0,1899,9,24,Evidence Method (dating) Unknown,1899,9,25,31.593,130.657,0.0,1899/9/24,1899/9/25,2.0
4408,4408,4408,Wrangell,Confirmed Eruption,2.0,1899,9,3,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,62.006,-144.017,Lifetime (years) Unknown,1899/9/3,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4409,4409,4409,Adatarayama,Confirmed Eruption,2.0,1899,8,24,Historical Observations,1899,11,12,37.647,140.281,0.0,1899/8/24,1899/11/12,5.0
4410,4410,4410,Semeru,Confirmed Eruption,2.0,1899,8,11,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.108,112.922,Lifetime (years) Unknown,1899/8/11,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4411,4411,4411,Kirishimayama,Confirmed Eruption,2.0,1899,7,28,Historical Observations,1900,2,16,31.934,130.862,1.0,1899/7/28,1900/2/16,5.0
4412,4412,4412,Etna,Confirmed Eruption,3.0,1899,7,19,Historical Observations,1899,8,5,37.748,14.999,0.0,1899/7/19,1899/8/5,10.0
4413,4413,4413,Asamayama,Confirmed Eruption,2.0,1899,7,10,Historical Observations,1899,8,7,36.406,138.523,0.0,1899/7/10,1899/8/7,5.0
4414,4414,4414,Mauna Loa,Confirmed Eruption,1.0,1899,7,1,Historical Observations,1899,7,23,19.475,-155.608,0.0,1899/7/1,1899/7/23,2.0
4415,4415,4415,Lewotolok,Confirmed Eruption,2.0,1899,6,2,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.274,123.508,Lifetime (years) Unknown,1899/6/2,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4416,4416,4416,Gede-Pangrango,Confirmed Eruption,2.0,1899,5,1,Historical Observations,1899,5,14,-6.77,106.965,0.0,1899/5/1,1899/5/14,5.0
4417,4417,4417,Asamayama,Confirmed Eruption,2.0,1899,3,11,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,36.406,138.523,Lifetime (years) Unknown,1899/3/11,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4418,4418,4418,Sirung,Uncertain Eruption,2.0,1899,3,1,Evidence Method (dating) Unknown,1899,4,1,-8.508,124.13,0.0,1899/3/1,1899/4/1,5.0
4419,4419,4419,"Fournaise, Piton de la",Confirmed Eruption,2.0,1899,2,13,Historical Observations,1899,7,18,-21.244,55.708,0.0,1899/2/13,1899/7/18,5.0
4420,4420,4420,Nyamulagira,Confirmed Eruption,1.0,1899,2,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-1.408,29.2,Lifetime (years) Unknown,1899/2/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4421,4421,4421,Semeru,Confirmed Eruption,2.0,1899,1,17,Historical Observations,1899,3,31,-8.108,112.922,0.0,1899/1/17,1899/3/31,5.0
4422,4422,4422,Buckle Island,Confirmed Eruption,2.0,1899,1,12,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-66.78,163.25,Lifetime (years) Unknown,1899/1/12,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4423,4423,4423,Purace,Confirmed Eruption,2.0,1899,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,2.32,-76.4,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4424,4424,4424,Irazu,Discredited Eruption,2.0,1899,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,9.979,-83.852,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4425,4425,4425,Karangetang,Confirmed Eruption,2.0,1899,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,2.781,125.407,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4426,4426,4426,Nyiragongo,Confirmed Eruption,1.0,1899,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-1.52,29.25,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4427,4427,4427,Bagana,Confirmed Eruption,2.0,1899,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-6.137,155.196,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4428,4428,4428,Manam,Confirmed Eruption,2.0,1899,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-4.08,145.037,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4429,4429,4429,Curtis Island,Discredited Eruption,2.0,1899,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-30.543,-178.556,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4430,4430,4430,Shishaldin,Uncertain Eruption,2.0,1899,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,54.756,-163.97,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4431,4431,4431,Okmok,Confirmed Eruption,3.0,1899,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,53.43,-168.13,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,10.0
4432,4432,4432,Kasatochi,Uncertain Eruption,2.0,1899,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,52.177,-175.508,Lifetime (years) Unknown,1899/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4433,4433,4433,Poas,Confirmed Eruption,1.0,1898,12,29,Historical Observations,1907,12,31,10.2,-84.233,9.0,1898/12/29,1907/12/31,2.0
4434,4434,4434,Kirishimayama,Confirmed Eruption,2.0,1898,12,26,Historical Observations,1898,12,30,31.934,130.862,0.0,1898/12/26,1898/12/30,5.0
4435,4435,4435,Maruyama,Confirmed Eruption,2.0,1898,12,3,Historical Observations,1898,12,6,43.418,143.031,0.0,1898/12/3,1898/12/6,5.0
4436,4436,4436,"Fournaise, Piton de la",Confirmed Eruption,2.0,1898,11,26,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-21.244,55.708,Lifetime (years) Unknown,1898/11/26,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4437,4437,4437,Atlin Volcanic Field,Uncertain Eruption,2.0,1898,11,8,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,59.68,-133.32,Lifetime (years) Unknown,1898/11/8,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4438,4438,4438,Asosan,Confirmed Eruption,2.0,1898,8,1,Historical Observations,1899,4,1,32.884,131.104,1.0,1898/8/1,1899/4/1,5.0
4439,4439,4439,Lopevi,Confirmed Eruption,2.0,1898,6,3,Historical Observations,1898,7,24,-16.507,168.346,0.0,1898/6/3,1898/7/24,5.0
4440,4440,4440,Gamalama,Confirmed Eruption,2.0,1898,5,14,Historical Observations,1898,5,28,0.8,127.33,0.0,1898/5/14,1898/5/28,5.0
4441,4441,4441,Colo,Confirmed Eruption,3.0,1898,5,2,Historical Observations,1900,1,1,-0.162,121.601,2.0,1898/5/2,1900/1/1,10.0
4442,4442,4442,Reventador,Confirmed Eruption,3.0,1898,4,8,Historical Observations,1906,1,1,-0.077,-77.656,8.0,1898/4/8,1906/1/1,10.0
4443,4443,4443,St. Helens,Uncertain Eruption,2.0,1898,4,5,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,46.2,-122.18,Lifetime (years) Unknown,1898/4/5,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4444,4444,4444,Mutnovsky,Confirmed Eruption,2.0,1898,4,1,Historical Observations,1898,7,15,52.449,158.196,0.0,1898/4/1,1898/7/15,5.0
4445,4445,4445,Ambrym,Confirmed Eruption,1.0,1898,3,26,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-16.25,168.12,Lifetime (years) Unknown,1898/3/26,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4446,4446,4446,Semeru,Confirmed Eruption,2.0,1898,2,23,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.108,112.922,Lifetime (years) Unknown,1898/2/23,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4447,4447,4447,Klyuchevskoy,Confirmed Eruption,2.0,1898,2,20,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,56.056,160.642,Lifetime (years) Unknown,1898/2/20,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4448,4448,4448,Kirishimayama,Confirmed Eruption,2.0,1898,2,8,Historical Observations,1898,3,11,31.934,130.862,0.0,1898/2/8,1898/3/11,5.0
4449,4449,4449,Lamongan,Confirmed Eruption,2.0,1898,2,5,Historical Observations,1898,2,15,-7.981,113.341,0.0,1898/2/5,1898/2/15,5.0
4450,4450,4450,"Fournaise, Piton de la",Confirmed Eruption,2.0,1898,1,14,Historical Observations,1898,1,20,-21.244,55.708,0.0,1898/1/14,1898/1/20,5.0
4451,4451,4451,Tongariro,Confirmed Eruption,2.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-39.157,175.632,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4452,4452,4452,Ulawun,Confirmed Eruption,3.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-5.05,151.33,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,10.0
4453,4453,4453,Nyiragongo,Confirmed Eruption,1.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-1.52,29.25,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4454,4454,4454,Santa Isabel,Confirmed Eruption,2.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,3.588,8.762,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4455,4455,4455,Changbaishan,Confirmed Eruption,2.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,41.98,128.08,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4456,4456,4456,Shishaldin,Confirmed Eruption,2.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,54.756,-163.97,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4457,4457,4457,Lascar,Confirmed Eruption,2.0,1898,1,1,Historical Observations,1900,1,1,-23.37,-67.73,2.0,1898/1/1,1900/1/1,5.0
4458,4458,4458,"Chillan, Nevados de",Confirmed Eruption,2.0,1898,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-36.868,-71.378,Lifetime (years) Unknown,1898/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4459,4459,4459,Villarrica,Confirmed Eruption,2.0,1897,12,1,Historical Observations,1898,2,1,-39.42,-71.93,1.0,1897/12/1,1898/2/1,5.0
4460,4460,4460,Dona Juana,Confirmed Eruption,4.0,1897,11,1,Historical Observations,1906,1,1,1.5,-76.936,9.0,1897/11/1,1906/1/1,17.0
4461,4461,4461,Gamalama,Confirmed Eruption,1.0,1897,9,7,Historical Observations,1897,9,24,0.8,127.33,0.0,1897/9/7,1897/9/24,2.0
4462,4462,4462,Kusatsu-Shiranesan,Confirmed Eruption,2.0,1897,7,8,Historical Observations,1897,8,16,36.618,138.528,0.0,1897/7/8,1897/8/16,5.0
4463,4463,4463,Kilauea,Confirmed Eruption,0.0,1897,6,24,Historical Observations,1897,6,27,19.421,-155.287,0.0,1897/6/24,1897/6/27,1.0
4464,4464,4464,Kuwae,Confirmed Eruption,1.0,1897,5,25,Historical Observations,1901,1,1,-16.829,168.536,4.0,1897/5/25,1901/1/1,2.0
4465,4465,4465,Mayon,Confirmed Eruption,4.0,1897,5,23,Historical Observations,1897,7,23,13.257,123.685,0.0,1897/5/23,1897/7/23,17.0
4466,4466,4466,Bagana,Confirmed Eruption,2.0,1897,5,16,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-6.137,155.196,Lifetime (years) Unknown,1897/5/16,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4467,4467,4467,Kirishimayama,Confirmed Eruption,2.0,1897,5,3,Historical Observations,1897,9,4,31.934,130.862,0.0,1897/5/3,1897/9/4,5.0
4468,4468,4468,"Barrier, The",Confirmed Eruption,2.0,1897,5,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,2.32,36.57,Lifetime (years) Unknown,1897/5/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4469,4469,4469,Raung,Confirmed Eruption,2.0,1897,4,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.119,114.056,Lifetime (years) Unknown,1897/4/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4470,4470,4470,Tinakula,Confirmed Eruption,2.0,1897,3,26,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-10.386,165.804,Lifetime (years) Unknown,1897/3/26,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4471,4471,4471,Asosan,Confirmed Eruption,2.0,1897,2,24,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,Lifetime (years) Unknown,1897/2/24,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4472,4472,4472,Zaozan [Zaosan],Uncertain Eruption,1.0,1897,1,14,Evidence Method (dating) Unknown,1897,1,14,38.144,140.44,0.0,1897/1/14,1897/1/14,2.0
4473,4473,4473,"Fournaise, Piton de la",Confirmed Eruption,0.0,1897,1,5,Historical Observations,1897,1,24,-21.244,55.708,0.0,1897/1/5,1897/1/24,1.0
4474,4474,4474,Semeru,Confirmed Eruption,2.0,1897,1,1,Historical Observations,1897,1,3,-8.108,112.922,0.0,1897/1/1,1897/1/3,5.0
4475,4475,4475,Tupungatito,Confirmed Eruption,2.0,1897,1,1,Historical Observations,1897,4,12,-33.425,-69.797,0.0,1897/1/1,1897/4/12,5.0
4476,4476,4476,Santiago,Confirmed Eruption,0.0,1897,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-0.22,-90.77,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,1.0
4477,4477,4477,Grimsvotn,Confirmed Eruption,2.0,1897,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4478,4478,4478,Merapi,Confirmed Eruption,2.0,1897,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.54,110.446,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4479,4479,4479,Batur,Confirmed Eruption,2.0,1897,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.242,115.375,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4480,4480,4480,Camiguin,Discredited Eruption,2.0,1897,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,9.203,124.673,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4481,4481,4481,Tongariro,Confirmed Eruption,2.0,1897,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-39.157,175.632,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4482,4482,4482,Bam,Uncertain Eruption,2.0,1897,1,1,Evidence Method (dating) Unknown,1898,1,1,-3.613,144.818,1.0,1897/1/1,1898/1/1,5.0
4483,4483,4483,Shishaldin,Uncertain Eruption,2.0,1897,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,54.756,-163.97,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4484,4484,4484,Cleveland,Confirmed Eruption,2.0,1897,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,52.825,-169.944,Lifetime (years) Unknown,1897/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4485,4485,4485,Sheveluch,Confirmed Eruption,2.0,1897,1,1,Historical Observations,1898,1,1,56.653,161.36,1.0,1897/1/1,1898/1/1,5.0
4486,4486,4486,Kirishimayama,Confirmed Eruption,2.0,1896,12,21,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,31.934,130.862,Lifetime (years) Unknown,1896/12/21,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4487,4487,4487,Klyuchevskoy,Confirmed Eruption,2.0,1896,12,1,Historical Observations,1897,11,1,56.056,160.642,1.0,1896/12/1,1897/11/1,5.0
4488,4488,4488,Tongariro,Confirmed Eruption,2.0,1896,11,1,Historical Observations,1896,12,26,-39.157,175.632,0.0,1896/11/1,1896/12/26,5.0
4489,4489,4489,Lamongan,Confirmed Eruption,2.0,1896,9,5,Historical Observations,1896,9,19,-7.981,113.341,0.0,1896/9/5,1896/9/19,5.0
4490,4490,4490,Azumayama,Uncertain Eruption,1.0,1896,9,5,Evidence Method (dating) Unknown,1896,9,19,37.735,140.244,0.0,1896/9/5,1896/9/19,2.0
4491,4491,4491,Zaozan [Zaosan],Uncertain Eruption,1.0,1896,9,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,38.144,140.44,Lifetime (years) Unknown,1896/9/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4492,4492,4492,Vestmannaeyjar,Confirmed Eruption,2.0,1896,9,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.416,-20.266,Lifetime (years) Unknown,1896/9/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4493,4493,4493,Mayon,Confirmed Eruption,2.0,1896,8,31,Historical Observations,1896,9,27,13.257,123.685,0.0,1896/8/31,1896/9/27,5.0
4494,4494,4494,Gamalama,Uncertain Eruption,1.0,1896,8,3,Evidence Method (dating) Unknown,1896,8,4,0.8,127.33,0.0,1896/8/3,1896/8/4,2.0
4495,4495,4495,Raung,Confirmed Eruption,2.0,1896,8,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.119,114.056,Lifetime (years) Unknown,1896/8/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4496,4496,4496,Kilauea,Confirmed Eruption,0.0,1896,7,11,Historical Observations,1896,9,25,19.421,-155.287,0.0,1896/7/11,1896/9/25,1.0
4497,4497,4497,Tangkuban Parahu,Confirmed Eruption,2.0,1896,5,22,Historical Observations,1896,5,23,-6.77,107.6,0.0,1896/5/22,1896/5/23,5.0
4498,4498,4498,Semeru,Confirmed Eruption,2.0,1896,5,1,Historical Observations,1896,6,1,-8.108,112.922,0.0,1896/5/1,1896/6/1,5.0
4499,4499,4499,Mauna Loa,Confirmed Eruption,0.0,1896,4,21,Historical Observations,1896,5,6,19.475,-155.608,0.0,1896/4/21,1896/5/6,1.0
4500,4500,4500,Zaozan [Zaosan],Confirmed Eruption,1.0,1896,3,8,Historical Observations,1896,3,8,38.144,140.44,0.0,1896/3/8,1896/3/8,2.0
4501,4501,4501,Fuego,Confirmed Eruption,2.0,1896,1,10,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,14.473,-90.88,Lifetime (years) Unknown,1896/1/10,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4502,4502,4502,Kilauea,Confirmed Eruption,0.0,1896,1,3,Historical Observations,1896,1,28,19.421,-155.287,0.0,1896/1/3,1896/1/28,1.0
4503,4503,4503,Socorro,Uncertain Eruption,2.0,1896,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,18.78,-110.95,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4504,4504,4504,Akutan,Confirmed Eruption,2.0,1896,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,54.134,-165.986,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4505,4505,4505,Myojinsho,Confirmed Eruption,2.0,1896,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,31.888,139.918,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4506,4506,4506,Tengger Caldera,Confirmed Eruption,2.0,1896,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.942,112.95,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4507,4507,4507,Okataina,Confirmed Eruption,1.0,1896,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-38.12,176.5,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4508,4508,4508,Nyamulagira,Confirmed Eruption,1.0,1896,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-1.408,29.2,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4509,4509,4509,Huequi,Confirmed Eruption,2.0,1896,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-42.377,-72.578,Lifetime (years) Unknown,1896/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4510,4510,4510,Gamalama,Confirmed Eruption,1.0,1895,12,19,Historical Observations,1895,12,19,0.8,127.33,0.0,1895/12/19,1895/12/19,2.0
4511,4511,4511,Hunter Island,Confirmed Eruption,2.0,1895,11,24,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-22.4,172.05,Lifetime (years) Unknown,1895/11/24,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4512,4512,4512,Koryaksky,Discredited Eruption,2.0,1895,10,15,Evidence Method (dating) Unknown,1896,1,1,53.321,158.712,1.0,1895/10/15,1896/1/1,5.0
4513,4513,4513,Zaozan [Zaosan],Confirmed Eruption,2.0,1895,8,22,Historical Observations,1895,9,28,38.144,140.44,0.0,1895/8/22,1895/9/28,5.0
4514,4514,4514,Akutan,Confirmed Eruption,2.0,1895,8,1,Historical Observations,1895,8,14,54.134,-165.986,0.0,1895/8/1,1895/8/14,5.0
4515,4515,4515,Mayon,Confirmed Eruption,2.0,1895,7,20,Historical Observations,1895,11,26,13.257,123.685,0.0,1895/7/20,1895/11/26,5.0
4516,4516,4516,Kirishimayama,Confirmed Eruption,2.0,1895,7,16,Historical Observations,1896,6,26,31.934,130.862,1.0,1895/7/16,1896/6/26,5.0
4517,4517,4517,Dempo,Confirmed Eruption,2.0,1895,7,2,Historical Observations,1895,9,30,-4.016,103.121,0.0,1895/7/2,1895/9/30,5.0
4518,4518,4518,Banua Wuhu,Confirmed Eruption,2.0,1895,7,1,Historical Observations,1895,12,26,3.138,125.491,0.0,1895/7/1,1895/12/26,5.0
4519,4519,4519,Karkar,Confirmed Eruption,2.0,1895,6,17,Historical Observations,1895,8,1,-4.649,145.964,0.0,1895/6/17,1895/8/1,5.0
4520,4520,4520,Semeru,Confirmed Eruption,2.0,1895,5,22,Historical Observations,1895,10,1,-8.108,112.922,0.0,1895/5/22,1895/10/1,5.0
4521,4521,4521,Ruapehu,Confirmed Eruption,2.0,1895,3,10,Historical Observations,1895,3,14,-39.28,175.57,0.0,1895/3/10,1895/3/14,5.0
4522,4522,4522,Azumayama,Confirmed Eruption,1.0,1895,3,8,Historical Observations,1895,9,13,37.735,140.244,0.0,1895/3/8,1895/9/13,2.0
4523,4523,4523,Zaozan [Zaosan],Confirmed Eruption,1.0,1895,2,15,Historical Observations,1895,3,22,38.144,140.44,0.0,1895/2/15,1895/3/22,2.0
4524,4524,4524,Dakataua,Confirmed Eruption,2.0,1895,1,1,Anthropology,End Year Unknown,End Month Unknown,End Day Unknown,-5.094,150.094,Lifetime (years) Unknown,1895/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4525,4525,4525,"Barrier, The",Confirmed Eruption,2.0,1895,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,2.32,36.57,Lifetime (years) Unknown,1895/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4526,4526,4526,Mahagnao,Uncertain Eruption,2.0,1895,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,10.882,124.888,Lifetime (years) Unknown,1895/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4527,4527,4527,San Jose,Confirmed Eruption,2.0,1895,1,1,Historical Observations,1897,1,1,-33.789,-69.895,2.0,1895/1/1,1897/1/1,5.0
4528,4528,4528,Llaima,Confirmed Eruption,2.0,1895,1,1,Historical Observations,1896,1,1,-38.692,-71.729,1.0,1895/1/1,1896/1/1,5.0
4529,4529,4529,Sumaco,Confirmed Eruption,2.0,1895,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-0.538,-77.626,Lifetime (years) Unknown,1895/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4530,4530,4530,Cotopaxi,Confirmed Eruption,2.0,1895,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-0.677,-78.436,Lifetime (years) Unknown,1895/1/1,End Year Unknown/End Month Unknown/End Day Unknown,5.0
4531,4531,4531,Poas,Confirmed Eruption,1.0,1895,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,10.2,-84.233,Lifetime (years) Unknown,1895/1/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4532,4532,4532,Fonuafo'ou,Uncertain Eruption,0.0,1894,12,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-20.32,-175.42,Lifetime (years) Unknown,1894/12/1,End Year Unknown/End Month Unknown/End Day Unknown,1.0
4533,4533,4533,Rainier,Uncertain Eruption,1.0,1894,11,21,Historical Observations,1894,12,24,46.853,-121.76,0.0,1894/11/21,1894/12/24,2.0
4534,4534,4534,Calbuco,Confirmed Eruption,2.0,1894,11,16,Historical Observations,1895,1,1,-41.33,-72.618,1.0,1894/11/16,1895/1/1,5.0
4535,4535,4535,Galunggung,Confirmed Eruption,3.0,1894,10,17,Historical Observations,1894,12,1,-7.25,108.058,0.0,1894/10/17,1894/12/1,10.0
4536,4536,4536,Ambrym,Confirmed Eruption,3.0,1894,10,15,Historical Observations,1895,2,10,-16.25,168.12,1.0,1894/10/15,1895/2/10,10.0
4537,4537,4537,Merapi,Confirmed Eruption,1.0,1894,10,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.54,110.446,Lifetime (years) Unknown,1894/10/1,End Year Unknown/End Month Unknown/End Day Unknown,2.0
4538,4538,4538,Avachinsky,Confirmed Eruption,2.0,1894,10,1,Historical Observations,1895,2,1,53.256,158.836,1.0,1894/10/1,1895/2/1,5.0
4539,4539,4539,Shikotsu,Confirmed Eruption,2.0,1894,8,17,Historical Observations,1894,8,17,42.688,141.38,0.0,1894/8/17,1894/8/17,5.0
