,Unnamed: 0,Unnamed: 0.1,Volcano Name,Eruption Category,VEI,year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude,Lifetime (years),Start Date,End Date,VEIsize
0,0,0,Kilauea,Confirmed Eruption,2.0,2021,9,29,Historical Observations,2021,10,14,19.421,-155.287,0.0,2021/9/29,2021/10/14,5.0
1,1,1,La Palma,Confirmed Eruption,2.0,2021,9,19,Historical Observations,2021,10,14,28.57,-17.83,0.0,2021/9/19,2021/10/14,5.0
2,2,2,Nishinoshima,Confirmed Eruption,2.0,2021,8,14,Historical Observations,2021,8,14,27.247,140.874,0.0,2021/8/14,2021/8/14,5.0
3,3,3,Fukutoku-Oka-no-Ba,Confirmed Eruption,2.0,2021,8,13,Historical Observations,2021,9,12,24.285,141.481,0.0,2021/8/13,2021/9/12,5.0
4,4,4,Chirinkotan,Confirmed Eruption,2.0,2021,8,8,Historical Observations,2021,8,24,48.98,153.48,0.0,2021/8/8,2021/8/24,5.0
5,5,5,Pavlof,Confirmed Eruption,2.0,2021,8,5,Historical Observations,2021,10,14,55.417,-161.894,0.0,2021/8/5,2021/10/14,5.0
6,6,6,Pagan,Confirmed Eruption,2.0,2021,7,29,Historical Observations,2021,9,6,18.13,145.8,0.0,2021/7/29,2021/9/6,5.0
7,7,7,Ulawun,Confirmed Eruption,2.0,2021,7,29,Historical Observations,2021,8,3,-5.05,151.33,0.0,2021/7/29,2021/8/3,5.0
8,8,8,Sirung,Confirmed Eruption,2.0,2021,7,21,Historical Observations,2021,7,21,-8.508,124.13,0.0,2021/7/21,2021/7/21,5.0
9,9,9,Copahue,Confirmed Eruption,2.0,2021,7,2,Historical Observations,2021,10,12,-37.856,-71.183,0.0,2021/7/2,2021/10/12,5.0
10,10,10,Taal,Confirmed Eruption,2.0,2021,7,1,Historical Observations,2021,7,9,14.002,120.993,0.0,2021/7/1,2021/7/9,5.0
11,11,11,Rincon de la Vieja,Confirmed Eruption,2.0,2021,6,28,Historical Observations,2021,10,14,10.83,-85.324,0.0,2021/6/28,2021/10/14,5.0
12,12,12,Turrialba,Confirmed Eruption,2.0,2021,6,13,Historical Observations,2021,7,23,10.025,-83.767,0.0,2021/6/13,2021/7/23,5.0
13,13,13,Great Sitkin,Confirmed Eruption,2.0,2021,5,25,Historical Observations,2021,10,14,52.076,-176.13,0.0,2021/5/25,2021/10/14,5.0
14,14,14,Telica,Confirmed Eruption,2.0,2021,5,22,Historical Observations,2021,10,14,12.606,-86.84,0.0,2021/5/22,2021/10/14,5.0
15,15,15,Dieng Volcanic Complex,Confirmed Eruption,2.0,2021,4,29,Historical Observations,2021,4,29,-7.2,109.879,0.0,2021/4/29,2021/4/29,5.0
16,16,16,Tengger Caldera,Confirmed Eruption,2.0,2021,4,15,Historical Observations,2021,10,14,-7.942,112.95,0.0,2021/4/15,2021/10/14,5.0
17,17,17,"Fournaise, Piton de la",Confirmed Eruption,2.0,2021,4,9,Historical Observations,2021,5,24,-21.244,55.708,0.0,2021/4/9,2021/5/24,5.0
18,18,18,Krysuvik-Trolladyngja,Confirmed Eruption,2.0,2021,3,19,Historical Observations,2021,9,18,63.917,-22.067,0.0,2021/3/19,2021/9/18,5.0
19,19,19,Veniaminof,Confirmed Eruption,2.0,2021,2,28,Historical Observations,2021,4,5,56.17,-159.38,0.0,2021/2/28,2021/4/5,5.0
20,20,20,Semisopochnoi,Confirmed Eruption,2.0,2021,2,2,Historical Observations,2021,10,14,51.93,179.58,0.0,2021/2/2,2021/10/14,5.0
21,21,21,Raung,Confirmed Eruption,2.0,2021,1,21,Historical Observations,2021,4,14,-8.119,114.056,0.0,2021/1/21,2021/4/14,5.0
22,22,22,Merapi,Confirmed Eruption,1.0,2020,12,31,Historical Observations,2021,10,14,-7.54,110.446,1.0,2020/12/31,2021/10/14,2.0
23,23,23,Soufriere St. Vincent,Confirmed Eruption,4.0,2020,12,27,Historical Observations,2021,4,22,13.33,-61.18,1.0,2020/12/27,2021/4/22,17.0
24,24,24,San Cristobal,Confirmed Eruption,3.0,2020,12,27,Historical Observations,2021,10,3,12.702,-87.004,1.0,2020/12/27,2021/10/3,10.0
25,25,25,Tengger Caldera,Confirmed Eruption,1.0,2020,12,26,Historical Observations,2020,12,28,-7.942,112.95,0.0,2020/12/26,2020/12/28,2.0
26,26,26,Kilauea,Confirmed Eruption,0.0,2020,12,20,Historical Observations,2021,5,23,19.421,-155.287,1.0,2020/12/20,2021/5/23,1.0
27,27,27,"Fournaise, Piton de la",Confirmed Eruption,0.0,2020,12,7,Historical Observations,2020,12,8,-21.244,55.708,0.0,2020/12/7,2020/12/8,1.0
28,28,28,Lewotolok,Confirmed Eruption,2.0,2020,11,27,Historical Observations,2021,10,14,-8.274,123.508,1.0,2020/11/27,2021/10/14,5.0
29,29,29,Kikai,Confirmed Eruption,1.0,2020,10,6,Historical Observations,2020,10,6,30.793,130.305,0.0,2020/10/6,2020/10/6,2.0
30,30,30,Kavachi,Confirmed Eruption,0.0,2020,9,2,Historical Observations,2021,4,10,-8.991,157.979,1.0,2020/9/2,2021/4/10,1.0
31,31,31,Kuchinoerabujima,Confirmed Eruption,1.0,2020,8,29,Historical Observations,2020,8,29,30.443,130.217,0.0,2020/8/29,2020/8/29,2.0
32,32,32,Sinabung,Confirmed Eruption,3.0,2020,8,8,Historical Observations,2021,10,14,3.17,98.392,1.0,2020/8/8,2021/10/14,10.0
33,33,33,Telica,Confirmed Eruption,1.0,2020,7,20,Historical Observations,2020,12,9,12.606,-86.84,0.0,2020/7/20,2020/12/9,2.0
34,34,34,Raung,Confirmed Eruption,1.0,2020,7,16,Historical Observations,2020,10,3,-8.119,114.056,0.0,2020/7/16,2020/10/3,2.0
35,35,35,Turrialba,Confirmed Eruption,1.0,2020,6,18,Historical Observations,2020,8,24,10.025,-83.767,0.0,2020/6/18,2020/8/24,2.0
36,36,36,Copahue,Confirmed Eruption,2.0,2020,6,16,Historical Observations,2020,10,19,-37.856,-71.183,0.0,2020/6/16,2020/10/19,5.0
37,37,37,Cleveland,Confirmed Eruption,3.0,2020,6,1,Historical Observations,2020,6,1,52.825,-169.944,0.0,2020/6/1,2020/6/1,10.0
38,38,38,Kikai,Confirmed Eruption,1.0,2020,4,29,Historical Observations,2020,4,29,30.793,130.305,0.0,2020/4/29,2020/4/29,2.0
39,39,39,Karymsky,Confirmed Eruption,3.0,2020,4,1,Historical Observations,2021,10,14,54.049,159.443,1.0,2020/4/1,2021/10/14,10.0
40,40,40,Soputan,Confirmed Eruption,2.0,2020,3,23,Historical Observations,2020,4,2,1.112,124.737,0.0,2020/3/23,2020/4/2,5.0
41,41,41,Kavachi,Confirmed Eruption,0.0,2020,3,16,Historical Observations,2020,4,30,-8.991,157.979,0.0,2020/3/16,2020/4/30,1.0
42,42,42,Sarychev Peak,Confirmed Eruption,1.0,2020,2,29,Historical Observations,2021,9,30,48.092,153.2,1.0,2020/2/29,2021/9/30,2.0
43,43,43,San Miguel,Confirmed Eruption,1.0,2020,2,22,Historical Observations,2020,2,22,13.434,-88.269,0.0,2020/2/22,2020/2/22,2.0
44,44,44,"Fournaise, Piton de la",Confirmed Eruption,0.0,2020,2,10,Historical Observations,2020,4,6,-21.244,55.708,0.0,2020/2/10,2020/4/6,1.0
45,45,45,Rincon de la Vieja,Confirmed Eruption,2.0,2020,1,30,Historical Observations,2020,12,13,10.83,-85.324,0.0,2020/1/30,2020/12/13,5.0
46,46,46,Fernandina,Confirmed Eruption,0.0,2020,1,12,Historical Observations,2020,1,13,-0.37,-91.55,0.0,2020/1/12,2020/1/13,1.0
47,47,47,Taal,Confirmed Eruption,4.0,2020,1,12,Historical Observations,2020,1,22,14.002,120.993,0.0,2020/1/12,2020/1/22,17.0
48,48,48,Kuchinoerabujima,Confirmed Eruption,3.0,2020,1,11,Historical Observations,2020,5,13,30.443,130.217,0.0,2020/1/11,2020/5/13,10.0
49,49,49,Whakaari/White Island,Confirmed Eruption,2.0,2019,12,9,Historical Observations,2019,12,9,-37.52,177.18,0.0,2019/12/9,2019/12/9,5.0
50,50,50,Semisopochnoi,Confirmed Eruption,1.0,2019,12,7,Historical Observations,2020,6,19,51.93,179.58,1.0,2019/12/7,2020/6/19,2.0
51,51,51,Nishinoshima,Confirmed Eruption,1.0,2019,12,5,Historical Observations,2020,8,27,27.247,140.874,1.0,2019/12/5,2020/8/27,2.0
52,52,52,Cleveland,Uncertain Eruption,2.0,2019,11,7,Historical Observations,2019,12,7,52.825,-169.944,0.0,2019/11/7,2019/12/7,5.0
53,53,53,Kikai,Confirmed Eruption,2.0,2019,11,2,Historical Observations,2019,11,2,30.793,130.305,0.0,2019/11/2,2019/11/2,5.0
54,54,54,Lateiki,Confirmed Eruption,1.0,2019,10,13,Historical Observations,2019,10,22,-19.18,-174.87,0.0,2019/10/13,2019/10/22,2.0
55,55,55,Asamayama,Confirmed Eruption,2.0,2019,8,7,Historical Observations,2019,8,25,36.406,138.523,0.0,2019/8/7,2019/8/25,5.0
56,56,56,Copahue,Confirmed Eruption,2.0,2019,8,2,Historical Observations,2019,11,12,-37.856,-71.183,0.0,2019/8/2,2019/11/12,5.0
57,57,57,Tangkuban Parahu,Confirmed Eruption,1.0,2019,7,26,Historical Observations,2019,9,17,-6.77,107.6,0.0,2019/7/26,2019/9/17,2.0
58,58,58,Shishaldin,Confirmed Eruption,3.0,2019,7,23,Historical Observations,2020,5,4,54.756,-163.97,1.0,2019/7/23,2020/5/4,10.0
59,59,59,Semisopochnoi,Confirmed Eruption,1.0,2019,7,16,Historical Observations,2019,8,24,51.93,179.58,0.0,2019/7/16,2019/8/24,2.0
60,60,60,Ulawun,Confirmed Eruption,4.0,2019,6,26,Historical Observations,2019,10,5,-5.05,151.33,0.0,2019/6/26,2019/10/5,17.0
61,61,61,Ubinas,Confirmed Eruption,2.0,2019,6,24,Historical Observations,2019,9,12,-16.355,-70.903,0.0,2019/6/24,2019/9/12,5.0
62,62,62,Raikoke,Confirmed Eruption,3.0,2019,6,22,Historical Observations,2019,7,1,48.292,153.25,0.0,2019/6/22,2019/7/1,10.0
63,63,63,"Fournaise, Piton de la",Confirmed Eruption,0.0,2019,6,11,Historical Observations,2019,10,27,-21.244,55.708,0.0,2019/6/11,2019/10/27,1.0
64,64,64,Great Sitkin,Confirmed Eruption,1.0,2019,6,1,Historical Observations,2019,6,7,52.076,-176.13,0.0,2019/6/1,2019/6/7,2.0
65,65,65,Sarychev Peak,Confirmed Eruption,2.0,2019,5,16,Historical Observations,2019,10,7,48.092,153.2,0.0,2019/5/16,2019/10/7,5.0
66,66,66,Colima,Confirmed Eruption,1.0,2019,5,11,Historical Observations,2019,7,12,19.514,-103.62,0.0,2019/5/11,2019/7/12,2.0
67,67,67,Asosan,Confirmed Eruption,2.0,2019,4,16,Historical Observations,2020,6,16,32.884,131.104,1.0,2019/4/16,2020/6/16,5.0
68,68,68,Klyuchevskoy,Confirmed Eruption,2.0,2019,4,9,Historical Observations,2021,3,20,56.056,160.642,2.0,2019/4/9,2021/3/20,5.0
69,69,69,Sangay,Confirmed Eruption,2.0,2019,3,26,Historical Observations,2021,10,14,-2.005,-78.341,2.0,2019/3/26,2021/10/14,5.0
70,70,70,San Cristobal,Confirmed Eruption,1.0,2019,3,4,Historical Observations,2019,3,4,12.702,-87.004,0.0,2019/3/4,2019/3/4,2.0
71,71,71,"Fournaise, Piton de la",Confirmed Eruption,0.0,2019,2,18,Historical Observations,2019,3,10,-21.244,55.708,0.0,2019/2/18,2019/3/10,1.0
72,72,72,Tengger Caldera,Confirmed Eruption,2.0,2019,2,18,Historical Observations,2019,7,28,-7.942,112.95,0.0,2019/2/18,2019/7/28,5.0
73,73,73,Karymsky,Confirmed Eruption,2.0,2019,2,16,Historical Observations,2019,9,24,54.049,159.443,0.0,2019/2/16,2019/9/24,5.0
74,74,74,Poas,Confirmed Eruption,2.0,2019,2,7,Historical Observations,2019,9,30,10.2,-84.233,0.0,2019/2/7,2019/9/30,5.0
75,75,75,Sinabung,Confirmed Eruption,4.0,2019,2,6,Historical Observations,2019,6,9,3.17,98.392,0.0,2019/2/6,2019/6/9,17.0
76,76,76,Tinakula,Confirmed Eruption,2.0,2018,12,8,Historical Observations,2021,10,13,-10.386,165.804,3.0,2018/12/8,2021/10/13,5.0
77,77,77,Karangetang,Confirmed Eruption,2.0,2018,11,25,Historical Observations,2021,10,15,2.781,125.407,3.0,2018/11/25,2021/10/15,5.0
78,78,78,Planchon-Peteroa,Confirmed Eruption,1.0,2018,11,7,Historical Observations,2019,5,7,-35.223,-70.568,1.0,2018/11/7,2019/5/7,2.0
79,79,79,Kuchinoerabujima,Confirmed Eruption,3.0,2018,10,21,Historical Observations,2019,2,3,30.443,130.217,1.0,2018/10/21,2019/2/3,10.0
80,80,80,Gamalama,Confirmed Eruption,1.0,2018,10,4,Historical Observations,2018,10,6,0.8,127.33,0.0,2018/10/4,2018/10/6,2.0
81,81,81,Soputan,Confirmed Eruption,3.0,2018,10,2,Historical Observations,2018,12,16,1.112,124.737,0.0,2018/10/2,2018/12/16,10.0
82,82,82,Barren Island,Confirmed Eruption,1.0,2018,9,25,Historical Observations,2021,8,23,12.278,93.858,3.0,2018/9/25,2021/8/23,2.0
83,83,83,Ulawun,Confirmed Eruption,2.0,2018,9,21,Historical Observations,2018,10,12,-5.05,151.33,0.0,2018/9/21,2018/10/12,5.0
84,84,84,Ketoi,Uncertain Eruption,1.0,2018,9,21,Historical Observations,2018,9,21,47.35,152.475,0.0,2018/9/21,2018/9/21,2.0
85,85,85,Sarychev Peak,Confirmed Eruption,2.0,2018,9,8,Historical Observations,2018,10,15,48.092,153.2,0.0,2018/9/8,2018/10/15,5.0
86,86,86,Semisopochnoi,Confirmed Eruption,1.0,2018,9,8,Historical Observations,2018,10,31,51.93,179.58,0.0,2018/9/8,2018/10/31,2.0
87,87,87,Veniaminof,Confirmed Eruption,1.0,2018,9,4,Historical Observations,2018,12,23,56.17,-159.38,0.0,2018/9/4,2018/12/23,2.0
88,88,88,Alaid,Confirmed Eruption,1.0,2018,8,20,Historical Observations,2018,8,21,50.861,155.565,0.0,2018/8/20,2018/8/21,2.0
89,89,89,Sangay,Confirmed Eruption,2.0,2018,8,8,Historical Observations,2018,12,7,-2.005,-78.341,0.0,2018/8/8,2018/12/7,5.0
90,90,90,Rincon de la Vieja,Confirmed Eruption,1.0,2018,7,28,Historical Observations,2019,6,11,10.83,-85.324,1.0,2018/7/28,2019/6/11,2.0
91,91,91,Nishinoshima,Confirmed Eruption,1.0,2018,7,12,Historical Observations,2018,7,21,27.247,140.874,0.0,2018/7/12,2018/7/21,2.0
92,92,92,Mayotte,Confirmed Eruption,0.0,2018,7,3,Seismicity,2019,8,20,-12.83,45.17,1.0,2018/7/3,2019/8/20,1.0
93,93,93,"Negra, Sierra",Confirmed Eruption,2.0,2018,6,26,Historical Observations,2018,8,23,-0.83,-91.17,0.0,2018/6/26,2018/8/23,5.0
94,94,94,Telica,Confirmed Eruption,1.0,2018,6,21,Historical Observations,2018,8,15,12.606,-86.84,0.0,2018/6/21,2018/8/15,2.0
95,95,95,Krakatau,Confirmed Eruption,3.0,2018,6,18,Historical Observations,2020,4,17,-6.102,105.423,2.0,2018/6/18,2020/4/17,10.0
96,96,96,Fernandina,Confirmed Eruption,1.0,2018,6,16,Historical Observations,2018,6,21,-0.37,-91.55,0.0,2018/6/16,2018/6/21,2.0
97,97,97,Great Sitkin,Confirmed Eruption,1.0,2018,6,10,Historical Observations,2018,8,11,52.076,-176.13,0.0,2018/6/10,2018/8/11,2.0
98,98,98,Ulawun,Confirmed Eruption,1.0,2018,6,8,Historical Observations,2018,6,8,-5.05,151.33,0.0,2018/6/8,2018/6/8,2.0
99,99,99,Merapi,Confirmed Eruption,3.0,2018,5,11,Historical Observations,2020,6,21,-7.54,110.446,2.0,2018/5/11,2020/6/21,10.0
100,100,100,Karymsky,Confirmed Eruption,3.0,2018,4,28,Historical Observations,2018,9,30,54.049,159.443,0.0,2018/4/28,2018/9/30,10.0
101,101,101,Marapi,Confirmed Eruption,2.0,2018,4,27,Historical Observations,2018,5,2,-0.38,100.474,0.0,2018/4/27,2018/5/2,5.0
102,102,102,San Cristobal,Confirmed Eruption,1.0,2018,4,22,Historical Observations,2018,4,22,12.702,-87.004,0.0,2018/4/22,2018/4/22,2.0
103,103,103,Kerinci,Confirmed Eruption,1.0,2018,4,21,Historical Observations,2021,6,13,-1.697,101.264,3.0,2018/4/21,2021/6/13,2.0
104,104,104,Nyamulagira,Confirmed Eruption,0.0,2018,4,18,Historical Observations,2021,10,4,-1.408,29.2,3.0,2018/4/18,2021/10/4,1.0
105,105,105,"Fournaise, Piton de la",Confirmed Eruption,0.0,2018,4,3,Historical Observations,2018,11,1,-21.244,55.708,0.0,2018/4/3,2018/11/1,1.0
106,106,106,Dieng Volcanic Complex,Confirmed Eruption,1.0,2018,4,1,Historical Observations,2018,4,1,-7.2,109.879,0.0,2018/4/1,2018/4/1,2.0
107,107,107,Kirishimayama,Confirmed Eruption,3.0,2018,3,1,Historical Observations,2018,6,27,31.934,130.862,0.0,2018/3/1,2018/6/27,10.0
108,108,108,Sangay,Confirmed Eruption,1.0,2018,2,25,Historical Observations,2018,2,25,-2.005,-78.341,0.0,2018/2/25,2018/2/25,2.0
109,109,109,Karangetang,Confirmed Eruption,1.0,2018,2,2,Historical Observations,2018,2,2,2.781,125.407,0.0,2018/2/2,2018/2/2,2.0
110,110,110,Kusatsu-Shiranesan,Confirmed Eruption,1.0,2018,1,23,Historical Observations,2018,1,23,36.618,138.528,0.0,2018/1/23,2018/1/23,2.0
111,111,111,San Miguel,Confirmed Eruption,1.0,2018,1,14,Historical Observations,2018,5,30,13.434,-88.269,0.0,2018/1/14,2018/5/30,2.0
112,112,112,Mayon,Confirmed Eruption,2.0,2018,1,13,Historical Observations,2019,10,12,13.257,123.685,1.0,2018/1/13,2019/10/12,5.0
113,113,113,Kadovar,Confirmed Eruption,2.0,2018,1,5,Historical Observations,2021,10,14,-3.608,144.588,3.0,2018/1/5,2021/10/14,5.0
114,114,114,Kanlaon,Confirmed Eruption,2.0,2017,12,9,Historical Observations,2017,12,9,10.412,123.132,0.0,2017/12/9,2017/12/9,5.0
115,115,115,Agung,Confirmed Eruption,3.0,2017,11,21,Historical Observations,2019,6,13,-8.343,115.508,2.0,2017/11/21,2019/6/13,10.0
116,116,116,Dempo,Confirmed Eruption,1.0,2017,11,9,Historical Observations,2017,11,9,-4.016,103.121,0.0,2017/11/9,2017/11/9,2.0
117,117,117,Tinakula,Confirmed Eruption,3.0,2017,10,21,Historical Observations,2017,10,26,-10.386,165.804,0.0,2017/10/21,2017/10/26,10.0
118,118,118,Sarychev Peak,Confirmed Eruption,2.0,2017,10,12,Historical Observations,2017,11,13,48.092,153.2,0.0,2017/10/12,2017/11/13,5.0
119,119,119,Kirishimayama,Confirmed Eruption,2.0,2017,10,11,Historical Observations,2017,10,17,31.934,130.862,0.0,2017/10/11,2017/10/17,5.0
120,120,120,Ambae,Confirmed Eruption,3.0,2017,9,6,Historical Observations,2018,10,30,-15.389,167.835,1.0,2017/9/6,2018/10/30,10.0
121,121,121,Fernandina,Confirmed Eruption,2.0,2017,9,4,Historical Observations,2017,9,7,-0.37,-91.55,0.0,2017/9/4,2017/9/7,5.0
122,122,122,San Cristobal,Confirmed Eruption,3.0,2017,8,18,Historical Observations,2017,11,11,12.702,-87.004,0.0,2017/8/18,2017/11/11,10.0
123,123,123,Kerinci,Confirmed Eruption,1.0,2017,8,13,Historical Observations,2017,8,13,-1.697,101.264,0.0,2017/8/13,2017/8/13,2.0
124,124,124,Sangay,Confirmed Eruption,2.0,2017,7,20,Historical Observations,2017,10,26,-2.005,-78.341,0.0,2017/7/20,2017/10/26,5.0
125,125,125,Sangeang Api,Confirmed Eruption,2.0,2017,7,15,Historical Observations,2020,6,10,-8.2,119.07,3.0,2017/7/15,2020/6/10,5.0
126,126,126,"Fournaise, Piton de la",Confirmed Eruption,0.0,2017,7,14,Historical Observations,2017,8,28,-21.244,55.708,0.0,2017/7/14,2017/8/28,1.0
127,127,127,Ulawun,Confirmed Eruption,1.0,2017,6,11,Historical Observations,2017,11,3,-5.05,151.33,0.0,2017/6/11,2017/11/3,2.0
128,128,128,Bulusan,Confirmed Eruption,1.0,2017,6,5,Historical Observations,2017,6,5,12.769,124.056,0.0,2017/6/5,2017/6/5,2.0
129,129,129,Marapi,Confirmed Eruption,1.0,2017,6,4,Historical Observations,2017,6,4,-0.38,100.474,0.0,2017/6/4,2017/6/4,2.0
130,130,130,Karymsky,Confirmed Eruption,3.0,2017,6,4,Historical Observations,2018,1,27,54.049,159.443,1.0,2017/6/4,2018/1/27,10.0
131,131,131,Copahue,Confirmed Eruption,1.0,2017,6,4,Historical Observations,2018,12,7,-37.856,-71.183,1.0,2017/6/4,2018/12/7,2.0
132,132,132,Rincon de la Vieja,Confirmed Eruption,2.0,2017,5,23,Historical Observations,2018,3,15,10.83,-85.324,1.0,2017/5/23,2018/3/15,5.0
133,133,133,Karangetang,Uncertain Eruption,2.0,2017,5,10,Historical Observations,2017,5,10,2.781,125.407,0.0,2017/5/10,2017/5/10,5.0
134,134,134,Dieng Volcanic Complex,Confirmed Eruption,1.0,2017,4,30,Historical Observations,2017,7,2,-7.2,109.879,0.0,2017/4/30,2017/7/2,2.0
135,135,135,Nishinoshima,Confirmed Eruption,2.0,2017,4,18,Historical Observations,2017,8,17,27.247,140.874,0.0,2017/4/18,2017/8/17,5.0
136,136,136,Poas,Confirmed Eruption,1.0,2017,4,12,Historical Observations,2017,11,6,10.2,-84.233,0.0,2017/4/12,2017/11/6,2.0
137,137,137,"Lengai, Ol Doinyo",Confirmed Eruption,0.0,2017,4,9,Historical Observations,2021,10,15,-2.764,35.914,4.0,2017/4/9,2021/10/15,1.0
138,138,138,Kick 'em Jenny,Confirmed Eruption,0.0,2017,3,29,Hydrophonic,2017,3,29,12.3,-61.64,0.0,2017/3/29,2017/3/29,1.0
139,139,139,Aira,Confirmed Eruption,1.0,2017,3,25,Historical Observations,2021,10,14,31.593,130.657,4.0,2017/3/25,2021/10/14,2.0
140,140,140,Kambalny,Confirmed Eruption,3.0,2017,3,24,Historical Observations,2017,4,10,51.306,156.875,0.0,2017/3/24,2017/4/10,10.0
141,141,141,Ebulobo,Uncertain Eruption,2.0,2017,3,12,Historical Observations,2017,3,12,-8.817,121.191,0.0,2017/3/12,2017/3/12,5.0
142,142,142,Krakatau,Confirmed Eruption,1.0,2017,2,19,Historical Observations,2017,2,19,-6.102,105.423,0.0,2017/2/19,2017/2/19,2.0
143,143,143,San Cristobal,Confirmed Eruption,1.0,2017,2,18,Historical Observations,2017,4,19,12.702,-87.004,0.0,2017/2/18,2017/4/19,2.0
144,144,144,"Fournaise, Piton de la",Confirmed Eruption,0.0,2017,1,31,Historical Observations,2017,2,27,-21.244,55.708,0.0,2017/1/31,2017/2/27,1.0
145,145,145,Unnamed,Confirmed Eruption,0.0,2017,1,23,Historical Observations,2017,1,31,-20.852,-175.55,0.0,2017/1/23,2017/1/31,1.0
146,146,146,Barren Island,Confirmed Eruption,2.0,2017,1,15,Historical Observations,2017,5,16,12.278,93.858,0.0,2017/1/15,2017/5/16,5.0
147,147,147,San Miguel,Confirmed Eruption,1.0,2017,1,7,Historical Observations,2017,1,7,13.434,-88.269,0.0,2017/1/7,2017/1/7,2.0
148,148,148,Bogoslof,Confirmed Eruption,3.0,2016,12,20,Historical Observations,2017,8,30,53.93,-168.03,1.0,2016/12/20,2017/8/30,10.0
149,149,149,Chirinkotan,Confirmed Eruption,3.0,2016,11,29,Historical Observations,2017,4,7,48.98,153.48,1.0,2016/11/29,2017/4/7,10.0
150,150,150,Nyamulagira,Confirmed Eruption,0.0,2016,11,27,Historical Observations,2017,5,2,-1.408,29.2,1.0,2016/11/27,2017/5/2,1.0
151,151,151,Zhupanovsky,Confirmed Eruption,2.0,2016,11,20,Historical Observations,2016,11,20,53.589,159.15,0.0,2016/11/20,2016/11/20,5.0
152,152,152,Kerinci,Confirmed Eruption,1.0,2016,11,15,Historical Observations,2016,11,21,-1.697,101.264,0.0,2016/11/15,2016/11/21,2.0
153,153,153,Sabancaya,Confirmed Eruption,3.0,2016,11,6,Historical Observations,2021,10,14,-15.787,-71.857,5.0,2016/11/6,2021/10/14,10.0
154,154,154,Ebeko,Confirmed Eruption,2.0,2016,10,20,Historical Observations,2021,10,14,50.686,156.014,5.0,2016/10/20,2021/10/14,5.0
155,155,155,Ulawun,Confirmed Eruption,1.0,2016,10,11,Historical Observations,2016,11,18,-5.05,151.33,0.0,2016/10/11,2016/11/18,2.0
156,156,156,Asosan,Confirmed Eruption,3.0,2016,10,7,Historical Observations,2016,11,12,32.884,131.104,0.0,2016/10/7,2016/11/12,10.0
157,157,157,Karymsky,Confirmed Eruption,2.0,2016,10,5,Historical Observations,2016,10,8,54.049,159.443,0.0,2016/10/5,2016/10/8,5.0
158,158,158,"Lengai, Ol Doinyo",Confirmed Eruption,2.0,2016,9,21,Historical Observations,2016,10,13,-2.764,35.914,0.0,2016/9/21,2016/10/13,5.0
159,159,159,Whakaari/White Island,Confirmed Eruption,1.0,2016,9,13,Historical Observations,2016,9,13,-37.52,177.18,0.0,2016/9/13,2016/9/13,2.0
160,160,160,Ubinas,Confirmed Eruption,2.0,2016,9,13,Historical Observations,2017,3,2,-16.355,-70.903,1.0,2016/9/13,2017/3/2,5.0
161,161,161,"Fournaise, Piton de la",Confirmed Eruption,0.0,2016,9,11,Historical Observations,2016,9,18,-21.244,55.708,0.0,2016/9/11,2016/9/18,1.0
162,162,162,Gamalama,Confirmed Eruption,1.0,2016,8,3,Historical Observations,2016,8,4,0.8,127.33,0.0,2016/8/3,2016/8/4,2.0
163,163,163,Rinjani,Confirmed Eruption,2.0,2016,8,1,Historical Observations,2016,9,27,-8.42,116.47,0.0,2016/8/1,2016/9/27,5.0
164,164,164,Chikurachki,Confirmed Eruption,2.0,2016,7,27,Historical Observations,2016,8,18,50.324,155.461,0.0,2016/7/27,2016/8/18,5.0
165,165,165,San Miguel,Confirmed Eruption,1.0,2016,6,18,Historical Observations,2016,6,18,13.434,-88.269,0.0,2016/6/18,2016/6/18,2.0
166,166,166,Bulusan,Confirmed Eruption,2.0,2016,6,10,Historical Observations,2017,3,2,12.769,124.056,1.0,2016/6/10,2017/3/2,5.0
167,167,167,Poas,Confirmed Eruption,1.0,2016,6,5,Historical Observations,2016,8,16,10.2,-84.233,0.0,2016/6/5,2016/8/16,2.0
168,168,168,"Fournaise, Piton de la",Confirmed Eruption,0.0,2016,5,26,Historical Observations,2016,5,27,-21.244,55.708,0.0,2016/5/26,2016/5/27,1.0
169,169,169,Whakaari/White Island,Confirmed Eruption,1.0,2016,4,27,Historical Observations,2016,4,27,-37.52,177.18,0.0,2016/4/27,2016/4/27,2.0
170,170,170,Bristol Island,Confirmed Eruption,1.0,2016,4,24,Historical Observations,2016,7,19,-59.017,-26.533,0.0,2016/4/24,2016/7/19,2.0
171,171,171,San Cristobal,Confirmed Eruption,2.0,2016,4,22,Historical Observations,2016,4,22,12.702,-87.004,0.0,2016/4/22,2016/4/22,5.0
172,172,172,Cleveland,Confirmed Eruption,2.0,2016,4,16,Historical Observations,2019,1,16,52.825,-169.944,3.0,2016/4/16,2019/1/16,5.0
173,173,173,Kerinci,Confirmed Eruption,2.0,2016,3,31,Historical Observations,2016,6,9,-1.697,101.264,0.0,2016/3/31,2016/6/9,5.0
174,174,174,Zavodovski,Confirmed Eruption,1.0,2016,3,30,Historical Observations,2016,5,16,-56.3,-27.57,0.0,2016/3/30,2016/5/16,2.0
