,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude,Lifetime (years),Start Date,End Date
9959,Kikhpinych,Confirmed Eruption,3.0,-2850,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,54.489,160.251,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9960,Iliinsky,Confirmed Eruption,5.0,-2850,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,51.498,157.203,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9961,Taranaki,Confirmed Eruption,VEI Unknown,-2850,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,-39.3,174.07,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9962,Taupo,Confirmed Eruption,3.0,-2850,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-38.82,176.0,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9963,Asosan,Confirmed Eruption,0.0,-2850,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9964,Tenerife,Confirmed Eruption,VEI Unknown,-2850,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,28.271,-16.641,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9965,Katla,Confirmed Eruption,VEI Unknown,-2850,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,-2850/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9966,Redoubt,Confirmed Eruption,VEI Unknown,-2860,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,60.485,-152.742,,-2860/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9967,Campi Flegrei,Confirmed Eruption,VEI Unknown,-2890,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,40.827,14.139,,-2890/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9968,Taupo,Confirmed Eruption,4.0,-2900,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-38.82,176.0,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9969,Newer Volcanics Province,Confirmed Eruption,VEI Unknown,-2900,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-37.77,142.5,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9970,Aira,Confirmed Eruption,4.0,-2900,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,31.593,130.657,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9971,Sheveluch,Confirmed Eruption,3.0,-2900,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,56.653,161.36,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9972,Mutnovsky,Confirmed Eruption,2.0,-2900,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,52.449,158.196,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9973,Avachinsky,Confirmed Eruption,VEI Unknown,-2900,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,53.256,158.836,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9974,Miyakejima,Confirmed Eruption,4.0,-2900,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,34.094,139.526,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9975,Myokosan,Confirmed Eruption,VEI Unknown,-2900,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,36.891,138.114,,-2900/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9976,Merapi,Confirmed Eruption,VEI Unknown,-2910,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-7.54,110.446,,-2910/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9977,Redoubt,Confirmed Eruption,VEI Unknown,-2920,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,60.485,-152.742,,-2920/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9978,Katla,Confirmed Eruption,3.0,-2920,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,-2920/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9979,Hekla,Confirmed Eruption,VEI Unknown,-2950,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,63.983,-19.666,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9980,Erebus,Confirmed Eruption,0.0,-2950,1,1,Surface Exposure,End Year Unknown,End Month Unknown,End Day Unknown,-77.53,167.17,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9981,Taapaca,Confirmed Eruption,VEI Unknown,-2950,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-18.1,-69.5,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9982,Adams,Confirmed Eruption,1.0,-2950,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,46.206,-121.49,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9983,Iwatesan,Confirmed Eruption,VEI Unknown,-2950,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,39.853,141.001,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9984,Avachinsky,Confirmed Eruption,VEI Unknown,-2950,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,53.256,158.836,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9985,Krasheninnikov,Confirmed Eruption,VEI Unknown,-2950,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,54.596,160.27,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9986,Meidob Volcanic Field,Confirmed Eruption,0.0,-2950,1,1,Thermoluminescence,End Year Unknown,End Month Unknown,End Day Unknown,15.32,26.47,,-2950/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9987,Unknown Source,Confirmed Eruption,VEI Unknown,-2958,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,0.0,0.0,,-2958/1/1,End Year Unknown/End Month Unknown/End Day Unknown
9988,Snaefellsjokull,Confirmed Eruption,0.0,-2970,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,64.8,-23.783,,-2970/1/1,End Year Unknown/End Month Unknown/End Day Unknown
